Date,NAV,PnL
2020-11-14,1.0,0.0
2020-11-15,1.0040874307775491,0.004087430777549139
2020-11-16,1.0128969460738417,0.008809515296292592
2020-11-17,1.0276285206159368,0.01473157454209506
2020-11-18,1.024034158728485,-0.00359436188745188
2020-11-19,1.0129767901028275,-0.011057368625657427
2020-11-20,1.024844344455235,0.011867554352407605
2020-11-21,1.0585608925655716,0.03371654811033653
2020-11-22,1.0802143433520908,0.021653450786519146
2020-11-23,1.0907088451263514,0.01049450177426059
2020-11-24,1.079572888053086,-0.011135957073265423
2020-11-25,1.1069776237116098,0.02740473565852386
2020-11-26,1.1311624973009928,0.024184873589383038
2020-11-27,1.142232289232115,0.01106979193112223
2020-11-28,1.1575639642889588,0.015331675056843741
2020-11-29,1.1740297392116466,0.016465774922687748
2020-11-30,1.2093393915052337,0.03530965229358718
2020-12-01,1.2351971531642283,0.02585776165899456
2020-12-02,1.2309237815142422,-0.004273371649986091
2020-12-03,1.2367194201887417,0.005795638674499504
2020-12-04,1.2384829767812129,0.0017635565924711827
2020-12-05,1.2521629288997411,0.013679952118528238
2020-12-06,1.280412995146851,0.028250066247109906
2020-12-07,1.2668942636299056,-0.013518731516945381
2020-12-08,1.2769637367762454,0.010069473146339769
2020-12-09,1.2801914893757624,0.0032277525995170198
2020-12-10,1.3066153191309668,0.02642382975520441
2020-12-11,1.2892194594750521,-0.017395859655914725
2020-12-12,1.2954307476050324,0.006211288129980286
2020-12-13,1.3117963972615487,0.016365649656516323
2020-12-14,1.3163552787596642,0.004558881498115452
2020-12-15,1.3299124339763932,0.013557155216729067
2020-12-16,1.3747909973318186,0.044878563355425394
2020-12-17,1.4316686409229267,0.05687764359110803
2020-12-18,1.416881943288088,-0.014786697634838752
2020-12-19,1.4132914149473637,-0.003590528340724264
2020-12-20,1.401753489104185,-0.011537925843178698
2020-12-21,1.3937197544334403,-0.008033734670744641
2020-12-22,1.413281476243477,0.019561721810036792
2020-12-23,1.4396208506287236,0.026339374385246472
2020-12-24,1.4941040484150163,0.054483197786292736
2020-12-25,1.48628108762679,-0.007822960788226307
2020-12-26,1.4862483477854191,-3.273984137086572e-05
2020-12-27,1.474589283916882,-0.011659063868537212
2020-12-28,1.4863313869121983,0.011742102995316417
2020-12-29,1.5347844684052527,0.048453081493054384
2020-12-30,1.5424050552099287,0.007620586804675922
2020-12-31,1.5290362998016,-0.013368755408328603
2021-01-01,1.5399118258613862,0.010875526059786145
2021-01-02,1.5608481016674365,0.020936275806050286
2021-01-03,1.7285501358746074,0.1677020342071709
2021-01-04,1.7207753479960548,-0.007774787878552569
2021-01-05,1.834017182399192,0.11324183440313718
2021-01-06,1.8820005411111504,0.04798335871195847
2021-01-07,1.942546268565191,0.06054572745404063
2021-01-08,2.1154595669365364,0.17291329837134528
2021-01-09,2.1910094975454233,0.07554993060888693
2021-01-10,2.2079175704667184,0.016908072921295147
2021-01-11,2.444549351740386,0.23663178127366757
2021-01-12,2.5310689966597297,0.08651964491934372
2021-01-13,2.6056311991411003,0.07456220248137058
2021-01-14,2.597763667782954,-0.00786753135814644
2021-01-15,2.606898776747389,0.009135108964434924
2021-01-16,2.7067411973865,0.0998424206391113
2021-01-17,2.7471375208665916,0.04039632348009148
2021-01-18,2.8126541069546356,0.065516586088044
2021-01-19,2.944711898685367,0.1320577917307313
2021-01-20,3.0504711116543577,0.10575921296899082
2021-01-21,3.1085027651043706,0.05803165345001293
2021-01-22,3.2185217596092874,0.11001899450491681
2021-01-23,3.2387725942953987,0.02025083468611122
2021-01-24,3.3375668696548466,0.09879427535944796
2021-01-25,3.473942885557975,0.13637601590312842
2021-01-26,3.4581862914885737,-0.01575659406940133
2021-01-27,3.6011536597845084,0.1429673682959347
2021-01-28,3.759662477582413,0.15850881779790438
2021-01-29,3.89816880637731,0.1385063287948971
2021-01-30,3.9970503282691996,0.0988815218918897
2021-01-31,4.042632678592116,0.045582350322916465
2021-02-01,4.1408373406452395,0.09820466205312339
2021-02-02,4.28688913047616,0.1460517898309206
2021-02-03,4.447961046684127,0.16107191620796701
2021-02-04,4.628468125576207,0.18050707889207995
2021-02-05,4.643430836780752,0.014962711204544732
2021-02-06,4.650040630960284,0.0066097941795320025
2021-02-07,4.78623902247588,0.1361983915155962
2021-02-08,4.920144521942513,0.13390549946663288
2021-02-09,4.98731468133824,0.06717015939572679
2021-02-10,5.121360809184892,0.13404612784665204
2021-02-11,5.086929373814147,-0.034431435370744445
2021-02-12,5.189903301513698,0.1029739276995505
2021-02-13,5.215291198021387,0.02538789650768969
2021-02-14,5.16645499439538,-0.04883620362600727
2021-02-15,5.31627113707593,0.14981614268054955
2021-02-16,5.360667433023617,0.04439629594768757
2021-02-17,5.402578580281915,0.04191114725829781
2021-02-18,5.461521813413596,0.05894323313168126
2021-02-19,5.471354365901022,0.009832552487425872
2021-02-20,5.631511323386899,0.160156957485877
2021-02-21,5.628488958403821,-0.003022364983078063
2021-02-22,5.992056321999429,0.3635673635956076
2021-02-23,6.640214502828124,0.6481581808286956
2021-02-24,6.730826655959287,0.090612153131163
2021-02-25,6.99172836129332,0.26090170533403256
2021-02-26,6.965452501245165,-0.02627586004815452
2021-02-27,6.955226988359872,-0.010225512885293497
2021-02-28,7.102663071763016,0.14743608340314385
2021-03-01,7.157602045207272,0.05493897344425669
2021-03-02,7.236727164657212,0.07912511944994005
2021-03-03,7.464992182715532,0.22826501805831967
2021-03-04,7.381550594682277,-0.08344158803325552
2021-03-05,7.573285613679149,0.19173501899687206
2021-03-06,7.9332171786395245,0.3599315649603758
2021-03-07,8.075247124011986,0.14202994537246116
2021-03-08,8.149673034206758,0.07442591019477263
2021-03-09,8.206478341305216,0.05680530709845755
2021-03-10,8.233638048661877,0.0271597073566614
2021-03-11,8.305237020326055,0.07159897166417828
2021-03-12,8.456539623734612,0.15130260340855628
2021-03-13,8.85106382047199,0.39452419673737893
2021-03-14,8.92281681756885,0.07175299709685845
2021-03-15,8.9580367706489,0.035219953080050104
2021-03-16,8.945370500702806,-0.012666269946093323
2021-03-17,8.962567489460207,0.0171969887574015
2021-03-18,8.986392600191024,0.023825110730816945
2021-03-19,9.127170910829578,0.14077831063855406
2021-03-20,9.054228170270134,-0.07294274055944427
2021-03-21,9.151559260575887,0.09733109030575271
