Date,NAV,PnL
2020-11-14,1.0,0.0
2020-11-15,1.011609641405556,0.0116096414055559
2020-11-16,1.012310083347519,0.0007004419419629
2020-11-17,1.0244115056187866,0.0121014222712676
2020-11-18,1.0333393474049857,0.0089278417861988
2020-11-19,1.0385080030903036,0.0051686556853181
2020-11-20,1.0329726770707763,-0.0055353260195272
2020-11-21,1.0542370027886565,0.0212643257178799
2020-11-22,1.065775997817316,0.0115389950286597
2020-11-23,1.0960798462129993,0.0303038483956832
2020-11-24,1.0925590457148395,-0.0035208004981595
2020-11-25,1.085098195919107,-0.0074608497957326
2020-11-26,1.1313798553625236,0.0462816594434165
2020-11-27,1.1259468016494234,-0.0054330537131002
2020-11-28,1.1422329174502026,0.0162861158007792
2020-11-29,1.1544004264026455,0.0121675089524431
2020-11-30,1.1697262805379536,0.0153258541353078
2020-12-01,1.17417975491153,0.0044534743735764
2020-12-02,1.17054767026122,-0.0036320846503099
2020-12-03,1.1669156709223878,-0.0036319993388322
2020-12-04,1.176697146978383,0.0097814760559951
2020-12-05,1.1647221027109091,-0.0119750442674737
2020-12-06,1.1607216328243084,-0.0040004698866007
2020-12-07,1.1617806010211005,0.001058968196792
2020-12-08,1.1831599762774991,0.0213793752563986
2020-12-09,1.181967631092362,-0.001192345185137
2020-12-10,1.1817640534647214,-0.0002035776276407
2020-12-11,1.1949302462973217,0.0131661928326001
2020-12-12,1.2082901623570788,0.0133599160597572
2020-12-13,1.2191927060830356,0.0109025437259568
2020-12-14,1.2150308098305302,-0.0041618962525054
2020-12-15,1.209368958271655,-0.0056618515588753
2020-12-16,1.2153745976903958,0.0060056394187408
2020-12-17,1.2251155610446964,0.0097409633543006
2020-12-18,1.2235284032329137,-0.0015871578117827
2020-12-19,1.2306414952221971,0.0071130919892836
2020-12-20,1.226287236381317,-0.0043542588408802
2020-12-21,1.246437344139825,0.020150107758508
2020-12-22,1.2436334231015838,-0.0028039210382413
2020-12-23,1.2585707454288113,0.0149373223272275
2020-12-24,1.27240488881367,0.0138341433848585
2020-12-25,1.2797374074254473,0.0073325186117774
2020-12-26,1.2778025637235857,-0.0019348437018618
2020-12-27,1.294445054820885,0.0166424910972995
2020-12-28,1.304973474656476,0.010528419835591
2020-12-29,1.306542720657234,0.0015692460007579
2020-12-30,1.314427358779923,0.0078846381226886
2020-12-31,1.3121777403872277,-0.0022496183926949
2021-01-01,1.3058129663981404,-0.0063647739890873
2021-01-02,1.3296416781674338,0.0238287117692934
