Date,NAV,PnL
2020-11-14,1.0,0.0
2020-11-15,1.0003750062250265,0.0003750062250265
2020-11-16,1.0041303033219502,0.0037552970969236
2020-11-17,1.010459338326711,0.0063290350047608
2020-11-18,1.0053173341552164,-0.0051420041714946
2020-11-19,0.9958000553905612,-0.0095172787646552
2020-11-20,1.0009884916397285,0.005188436249167
2020-11-21,1.0179861453803714,0.0169976537406431
2020-11-22,1.0273952734269465,0.0094091280465749
2020-11-23,1.0296723904623784,0.002277117035432
2020-11-24,1.0193669451261511,-0.010305445336227
2020-11-25,1.0333264654881549,0.0139595203620035
2020-11-26,1.042240474971647,0.008914009483492
2020-11-27,1.0442833121838768,0.0020428372122298
2020-11-28,1.0501798084101257,0.0058964962262486
2020-11-29,1.0563069772875489,0.0061271688774233
2020-11-30,1.0721379724872586,0.0158309951997097
2020-12-01,1.0846000255419617,0.012462053054703
2020-12-02,1.0797506134978296,-0.004849412044132
2020-12-03,1.078912942240878,-0.0008376712569517
2020-12-04,1.076927303189321,-0.0019856390515569
2020-12-05,1.0818050480495869,0.0048777448602659
2020-12-06,1.0950985970048246,0.0132935489552377
2020-12-07,1.0868336934851155,-0.0082649035197091
2020-12-08,1.0900923348023366,0.003258641317221
2020-12-09,1.0885216741416135,-0.001570660660723
2020-12-10,1.0993565375054033,0.0108348633637898
2020-12-11,1.0872844792009355,-0.0120720583044677
2020-12-12,1.0878152779707395,0.0005307987698039
2020-12-13,1.094098856311169,0.0062835783404295
2020-12-14,1.0944274526782511,0.000328596367082
2020-12-15,1.100521946457142,0.0060944937788907
2020-12-16,1.121415832937067,0.020893886479925
2020-12-17,1.143303798123096,0.021887965186029
2020-12-18,1.1317849041466892,-0.0115188939764068
2020-12-19,1.1280317571959118,-0.0037531469507774
2020-12-20,1.1204730141947254,-0.0075587430011863
2020-12-21,1.112932074947072,-0.0075409392476533
2020-12-22,1.1189395453921838,0.0060074704451116
2020-12-23,1.1257075768002132,0.0067680314080293
2020-12-24,1.146364099870256,0.0206565230700428
2020-12-25,1.13899380380324,-0.0073702960670161
2020-12-26,1.1365867127510298,-0.00240709105221
2020-12-27,1.1281774940588092,-0.0084092186922206
